30 183 217	30 183 217	255 255 255	16 16 22	15 15 20	255 128 0	255 128 0	0 0.3 0.9 150 100 0 800 50 1	35 9 10	27 30 36	53 104 104 240	127 93 90 114	127 34 40 30	25 80 0 0
//6AM
255 227 166	250 136 42	255 255 255	90 205 255	200 144 85	255 128 0	255 128 0	8.4 0.2 0.4 140 93 0 800 50 0.8	100 34 25	120 92 88	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//7AM
255 227 166	250 136 42	255 255 255	90 205 255	114 148 166	255 128 0	255 128 0	1.2 0.2 0.8 100 50 75 800 10 0.5	120 40 40	159 142 106	145 170 170 240	127 106 107 84	127 96 61 15	25 120 0 0
//Midday
250 253 255	117 172 255	255 255 255	90 147 255	129 148 182	255 128 0	255 128 0	1 0.2 0.3 236 0 190 800 10 0	44 34 23	145 164 183	90 170 170 240	127 82 80 43	127 125 94 40	25 50 0 0
//7PM
250 253 255	117 172 255	255 255 255	93 127 157	90 144 182	198 128 0	255 128 0	7.5 0.3 1 110 40 103 800 10 0.8	120 40 40	200 123 96	50 97 97 240	127 124 93 67	127 86 50 10	25 150 0 0
//8PM
118 137 255	255 193 117	255 255 255	181 150 84	167 118 65	255 128 0	255 128 0	2 0.3 1 100 60 0 800 10 1	120 40 40	72 107 159	67 67 67 240	127 121 102 80	127 44 24 0	25 150 0 0
//10PM
30 183 217	30 183 217	255 255 255	209 150 84	167 118 65	255 128 0	5 8 0	1 0.3 0.3 160 100 0 800 10 1	70 27 10	15 11 34	67 67 62 240	127 124 124 124	127 44 24 0	25 80 0 0
//
//////////// SUNNY_SMOG_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
30 183 217	30 183 217	255 255 255	22 5 12	13 13 31	255 128 0	5 0 0	1 0.4 0.6 200 100 0 800 155 1	30 20 0	3 3 3	85 85 65 240	127 57 87 87	127 21 27 88	122 90 0 0
//5AM
30 183 217	30 183 217	255 255 255	15 15 16	14 14 20	255 128 0	255 128 0	0 0.4 1 150 100 0 800 155 1	35 9 10	27 30 36	53 104 104 240	127 50 78 114	127 34 40 30	122 90 0 0
//6AM
255 227 166	250 136 42	255 255 255	90 205 255	200 144 85	255 128 0	255 128 0	8.4 0.3 0.9 140 93 0 800 100 0.8	100 34 25	120 92 88	90 170 170 240	127 86 86 86	127 149 94 0	122 120 0 0
//7AM
255 227 166	250 136 42	255 255 255	90 205 255	222 204 200	255 128 0	255 128 0	1.2 0.2 0.1 236 50 75 800 100 0.5	120 40 40	159 142 106	145 170 170 240	127 106 106 106	127 96 61 15	122 180 0 0
//Midday
250 253 255	117 172 255	255 255 255	79 140 243	143 175 175	255 128 0	255 128 0	2.5 1 0.1 236 0 190 800 80 0	44 34 23	145 164 183	90 170 170 240	127 127 123 110	127 99 74 10	122 180 0 0
//7PM
250 253 255	117 172 255	255 255 255	109 142 157	90 144 182	255 55 0	255 255 255	4.3 0.3 0.4 222 40 75 800 10 0.8	120 40 40	200 123 96	50 97 97 240	127 124 124 107	127 86 50 10	122 180 0 0
//8PM
118 137 255	255 193 117	255 255 255	181 150 84	167 118 65	255 128 0	255 128 0	2 0.3 0.7 100 60 0 800 10 1	120 40 40	72 107 159	67 67 67 240	127 121 93 71	127 44 24 0	122 120 0 0
//10PM
30 183 217	30 183 217	255 255 255	181 150 84	197 103 39	255 128 0	5 8 0	1 0.3 0.6 160 100 0 800 10 1	70 27 10	15 11 34	67 67 62 240	127 117 124 83	127 66 27 0	122 90 0 0
//
//////////// CLOUDY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
30 183 217	30 183 217	255 255 255	10 10 10	10 23 33	10 10 0	10 0 0	1 1 0.2 200 100 0 700 79 1	30 20 0	23 28 30	55 55 66 240	127 124 124 124	127 45 49 32	155 51 0 0
//5AM
90 166 198	90 166 198	255 255 255	10 10 10	10 22 33	10 10 0	10 0 0	1 1 0.1 200 100 0 700 65514 1	70 27 10	23 28 30	55 55 66 240	127 80 85 91	127 98 120 120	155 100 0 0
//6AM
250 253 255	117 172 255	255 255 255	22 22 22	15 25 27	0 0 0	0 0 0	3.4 0.9 0.1 200 100 0 700 90 0.8	100 34 25	23 28 30	77 77 88 240	127 63 80 80	127 122 122 90	155 180 0 0
//7AM
217 185 117	117 172 255	255 255 255	33 60 69	91 104 104	0 0 0	0 0 0	0 0.7 0.1 80 50 0 700 65514 0.5	120 40 40	92 116 125	77 77 88 240	127 88 79 52	127 145 119 121	155 180 0 0
//Midday
121 199 191	240 237 209	255 255 255	33 60 69	91 104 104	10 10 0	10 0 0	2.8 0.5 0.1 80 0 120 700 65514 0.3	120 100 100	92 116 123	125 125 125 240	127 88 79 52	127 145 119 121	155 180 0 0
//7PM
250 253 255	117 172 255	255 255 255	60 69 91	104 104 0	0 0 0	0 0 3	0.5 1 0.1 80 0 0 700 65514 0.8	120 100 100	92 116 123	123 128 134 240	127 88 79 52	127 145 119 121	155 180 0 0
//8PM
99 172 255	255 202 10	255 255 255	34 56 62	62 72 75	0 0 0	0 0 0	0 1 0.1 80 50 0 700 65514 1	120 100 100	46 58 61	122 126 134 240	127 90 90 90	127 90 122 122	155 180 0 0
//10PM
30 183 217	30 183 217	255 255 255	15 15 20	20 22 22	10 10 0	10 0 0	1 1 0.4 200 100 0 700 111 1	70 27 10	23 28 30	10 70 60 240	127 64 64 100	127 69 70 87	155 20 0 0
//
//////////// SUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
155 179 88	144 148 180	255 255 255	0 0 0	0 0 0	0 0 0	5 0 0	1 0.4 0.4 200 100 0 800 100 1	0 0 0	0 0 0	82 71 69 240	127 192 192 192	127 192 192 192	55 220 0 0
//5AM
141 163 182	144 148 180	255 255 255	0 0 0	42 42 42	255 128 0	255 128 0	0 0.3 0.8 150 100 0 800 100 1	0 0 0	14 15 18	82 71 69 240	127 130 94 81	127 131 131 131	90 220 0 0
//6AM
141 159 152	247 218 108	255 255 255	90 205 255	200 144 85	255 128 0	255 128 0	1.2 0.5 0.2 140 93 0 800 100 0.8	100 34 25	120 92 88	168 154 132 240	127 86 86 86	127 131 131 131	177 220 0 0
//7AM
255 227 166	250 136 42	255 255 255	56 96 199	111 148 170	215 119 102	221 164 57	2.2 1 0 211 0 149 800 100 0.5	0 0 0	159 142 106	101 160 214 240	127 68 61 32	127 174 137 74	177 220 0 0
//Midday
121 199 191	240 237 209	255 255 255	56 96 199	111 148 170	215 119 102	221 164 57	1.1 1 0 236 0 190 800 10 0	44 34 23	125 167 185	101 160 214 240	127 68 61 32	127 170 134 72	88 220 0 0
//7PM
255 227 166	250 136 42	255 255 255	56 96 199	111 148 170	215 119 102	221 164 57	7.5 1 0 110 40 75 800 100 0.8	120 40 40	155 155 155	101 160 214 240	127 90 111 152	127 114 92 54	88 220 0 0
//8PM
255 227 166	250 136 42	255 255 255	181 150 84	167 118 65	255 128 0	255 128 0	2 1 0.2 100 60 0 800 43 1	0 0 0	163 83 63	67 67 67 240	127 129 93 71	127 66 27 0	177 220 0 0
//10PM
142 159 180	145 148 180	255 255 255	172 143 88	167 118 65	255 128 0	5 8 0	1 0.4 0.4 160 100 0 800 41 1	70 27 10	55 55 55	67 67 62 240	127 129 0 0	127 131 131 131	111 60 0 0
//
//////////// EXTRASUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
96 150 184	30 166 217	255 255 255	0 0 0	0 0 0	0 0 0	5 0 0	1 1 0.3 200 100 0 400 100 1	0 0 0	0 0 0	85 85 65 240	127 192 192 192	127 192 192 192	0 90 0 0
//5AM
128 153 186	93 153 199	255 255 255	0 20 20	0 31 32	255 128 0	255 128 0	0 1 0.2 150 100 0 400 100 1	35 9 10	27 30 36	53 104 104 240	127 130 94 81	127 128 115 83	0 90 0 0
//6AM
160 209 254	53 123 239	255 255 255	90 205 255	200 144 85	255 128 0	255 128 0	8.4 1 0.3 140 93 0 800 100 0.8	100 34 25	120 92 88	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//7AM
166 212 255	42 119 250	255 255 255	84 101 84	132 146 124	255 255 255	255 255 255	2.2 1 0.3 100 50 75 800 100 0.5	120 40 40	159 142 106	140 165 189 240	127 133 106 70	127 96 61 15	25 180 0 0
//Midday
138 167 255	255 216 117	255 255 255	84 101 84	132 146 124	255 255 255	255 255 255	1.1 1 0 236 0 190 800 10 0	44 34 23	145 164 183	140 165 189 240	127 66 66 48	127 166 129 60	25 180 0 0
//7PM
166 224 255	255 255 0	255 255 255	84 101 84	132 146 124	222 88 0	122 55 0	3.9 1 0 110 40 75 800 10 0.8	120 40 40	200 123 96	50 97 97 240	127 124 124 107	127 86 50 10	25 180 0 0
//8PM
166 224 255	255 255 0	255 255 255	181 150 84	167 108 65	255 128 0	255 128 0	2 1 0.4 100 60 0 800 10 1	120 40 40	72 107 159	67 67 67 240	127 81 85 40	127 66 27 0	25 140 0 0
//10PM
96 150 184	30 166 217	255 255 255	137 100 84	60 50 52	255 128 0	5 8 0	1 1 0.3 160 100 0 600 10 1	70 27 10	15 11 34	67 67 62 240	127 209 143 84	127 76 51 0	25 90 0 0
//
//////////// CLOUDY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
30 183 217	30 183 217	255 255 255	10 10 10	10 23 33	10 10 0	10 0 0	1 1 0.2 200 100 0 700 79 1	30 20 0	23 28 30	55 55 66 240	127 124 124 124	127 45 49 32	155 51 0 0
//5AM
90 166 198	90 166 198	255 255 255	10 10 10	10 22 33	10 10 0	10 0 0	1 1 0.1 200 100 0 700 65514 1	70 27 10	23 28 30	55 55 66 240	127 80 85 91	127 98 120 120	155 100 0 0
//6AM
250 253 255	117 172 255	255 255 255	22 22 22	15 25 27	0 0 0	0 0 0	3.4 0.9 0.1 200 100 0 700 90 0.8	100 34 25	23 28 30	77 77 88 240	127 63 80 80	127 122 122 90	155 180 0 0
//7AM
217 185 117	117 172 255	255 255 255	33 60 69	91 104 104	0 0 0	0 0 0	0 0.7 0.1 80 50 0 700 65514 0.5	120 40 40	92 116 125	77 77 88 240	127 88 79 52	127 145 119 121	155 180 0 0
//Midday
121 199 191	240 237 209	255 255 255	33 60 69	91 104 104	10 10 0	10 0 0	2.8 0.5 0.1 80 0 120 700 65514 0.3	120 100 100	92 116 123	125 125 125 240	127 88 79 52	127 145 119 121	155 180 0 0
//7PM
250 253 255	117 172 255	255 255 255	60 69 91	104 104 0	0 0 0	0 0 3	0.5 1 0.1 80 0 0 700 65514 0.8	120 100 100	92 116 123	123 128 134 240	127 88 79 52	127 145 119 121	155 180 0 0
//8PM
99 172 255	255 202 10	255 255 255	34 56 62	62 72 75	0 0 0	0 0 0	0 1 0.1 80 50 0 700 65514 1	120 100 100	46 58 61	122 126 134 240	127 90 90 90	127 90 122 122	155 180 0 0
//10PM
30 183 217	30 183 217	255 255 255	15 15 20	20 22 22	10 10 0	10 0 0	1 1 0.4 200 100 0 700 111 1	70 27 10	23 28 30	10 70 60 240	127 64 64 100	127 69 70 87	155 20 0 0
//
//////////// RAINY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
157 147 160	167 162 169	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	1 1 0.5 200 100 0 650 5 1	30 20 0	0 0 0	59 68 77 240	127 124 124 124	127 16 48 10	155 0 0 0
//5AM
157 147 160	167 162 169	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	0 1 0.6 200 100 0 650 5 1	70 27 10	0 0 0	59 68 77 240	127 124 124 124	127 0 48 20	155 0 0 0
//6AM
139 168 255	252 215 119	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	3.4 0.9 0.4 200 100 0 650 5 0.9	100 34 25	0 0 0	62 72 77 240	127 124 124 124	127 0 48 20	155 0 0 0
//7AM
250 253 255	117 172 255	255 255 255	40 40 40	50 50 50	0 0 0	0 0 0	2.5 0.7 0.4 80 80 0 650 5 0.8	120 40 40	0 0 0	107 117 122 240	127 124 124 124	127 0 48 20	155 0 0 0
//Midday
186 196 222	110 202 255	255 255 255	80 80 80	70 70 70	0 0 0	0 0 0	1 0.5 0.1 80 50 120 650 5 0.7	120 100 100	0 0 0	141 141 140 240	127 124 124 124	127 30 38 30	155 0 0 0
//7PM
138 167 255	255 216 117	255 255 255	80 80 80	70 70 70	0 0 0	0 0 0	3.5 1 0.5 80 50 0 650 5 0.9	120 40 40	0 0 0	116 135 144 240	127 124 124 124	127 10 46 22	155 0 0 0
//8PM
250 253 255	117 172 255	255 255 255	40 40 40	70 70 70	0 0 0	0 0 0	2 1 1 80 80 0 650 5 1	120 40 40	0 0 0	132 176 189 240	127 124 124 124	127 0 48 20	155 0 0 0
//10PM
186 196 222	110 202 255	255 255 255	40 40 40	50 50 50	0 0 0	0 0 0	1 1 1 200 100 0 650 5 1	70 27 10	0 0 0	161 176 189 240	127 124 124 124	127 0 48 20	155 0 0 0
//
//////////// FOGGY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
167 221 237	252 251 241	255 255 255	0 40 40	0 40 40	10 10 0	10 0 0	1 1 0.7 60 50 0 150 65336 1	30 20 0	0 0 0	120 120 125 240	127 124 124 124	127 30 30 32	0 120 0 0
//5AM
167 221 237	252 251 241	255 255 255	0 45 45	0 45 45	10 10 0	10 0 0	0 1 0.7 60 50 0 150 65336 1	70 27 10	0 0 0	120 120 125 240	127 124 124 124	127 30 30 32	0 120 0 0
//6AM
167 221 237	252 251 241	255 255 255	0 45 45	0 45 45	0 10 0	10 0 0	3.4 0.9 0.7 60 50 0 150 65336 0.8	100 34 25	0 0 0	128 128 125 240	127 124 124 124	127 30 30 32	0 120 100 0
//7AM
166 230 255	255 232 117	255 255 255	40 50 50	40 50 50	10 10 0	10 0 0	2.5 0.7 0.7 60 50 0 150 65336 0.6	120 40 40	0 0 0	128 128 125 240	127 124 124 124	127 30 30 32	0 120 0 0
//Midday
166 230 255	255 255 252	255 255 255	146 155 155	127 144 144	10 10 0	10 0 0	1 0.5 0.3 60 50 60 250 65506 0.3	120 100 100	0 0 0	128 128 128 240	127 124 124 124	127 30 30 32	0 120 0 0
//7PM
160 230 255	255 255 252	255 255 255	100 100 105	100 100 105	10 10 0	10 0 0	3.5 1 0.3 60 50 0 150 65466 0.8	120 40 40	0 0 0	123 123 124 240	127 124 124 124	127 30 30 32	0 111 0 0
//8PM
166 227 250	254 254 249	255 255 255	41 60 60	35 53 50	10 10 0	10 0 0	2 1 1 60 50 0 150 65456 1	120 40 40	0 0 0	122 121 124 240	127 124 124 124	127 30 30 32	0 120 0 0
//10PM
174 199 192	249 243 214	255 255 255	0 40 40	0 40 40	10 10 0	10 0 0	1 1 0.7 60 50 0 150 65436 1	70 27 10	0 0 0	123 124 120 240	127 124 124 124	127 30 30 32	0 120 0 0
//
//////////// SUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
155 179 88	144 148 180	255 255 255	0 0 0	0 0 0	0 0 0	5 0 0	1 0.4 0.4 200 100 0 800 100 1	0 0 0	0 0 0	82 71 69 240	127 192 192 192	127 192 192 192	55 220 0 0
//5AM
141 163 182	144 148 180	255 255 255	0 0 0	42 42 42	255 128 0	255 128 0	0 0.3 0.8 150 100 0 800 100 1	0 0 0	14 15 18	82 71 69 240	127 130 94 81	127 131 131 131	90 220 0 0
//6AM
141 159 152	247 218 108	255 255 255	90 205 255	200 144 85	255 128 0	255 128 0	1.2 0.5 0.2 140 93 0 800 100 0.8	100 34 25	120 92 88	168 154 132 240	127 86 86 86	127 131 131 131	177 220 0 0
//7AM
255 227 166	250 136 42	255 255 255	56 96 199	111 148 170	215 119 102	221 164 57	2.2 1 0 211 0 149 800 100 0.5	0 0 0	159 142 106	101 160 214 240	127 68 61 32	127 174 137 74	177 220 0 0
//Midday
121 199 191	240 237 209	255 255 255	56 96 199	111 148 170	215 119 102	221 164 57	1.1 1 0 236 0 190 800 10 0	44 34 23	125 167 185	101 160 214 240	127 68 61 32	127 170 134 72	88 220 0 0
//7PM
255 227 166	250 136 42	255 255 255	56 96 199	111 148 170	215 119 102	221 164 57	7.5 1 0 110 40 75 800 100 0.8	120 40 40	155 155 155	101 160 214 240	127 90 111 152	127 114 92 54	88 220 0 0
//8PM
255 227 166	250 136 42	255 255 255	181 150 84	167 118 65	255 128 0	255 128 0	2 1 0.2 100 60 0 800 43 1	0 0 0	163 83 63	67 67 67 240	127 129 93 71	127 66 27 0	177 220 0 0
//10PM
142 159 180	145 148 180	255 255 255	172 143 88	167 118 65	255 128 0	5 8 0	1 0.4 0.4 160 100 0 800 41 1	70 27 10	55 55 55	67 67 62 240	127 129 0 0	127 131 131 131	111 60 0 0
//
//////////// EXTRASUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
96 150 184	30 166 217	255 255 255	0 0 0	0 0 0	0 0 0	5 0 0	1 1 0.3 200 100 0 400 100 1	0 0 0	0 0 0	85 85 65 240	127 192 192 192	127 192 192 192	0 90 0 0
//5AM
128 153 186	93 153 199	255 255 255	0 20 20	0 31 32	255 128 0	255 128 0	0 1 0.2 150 100 0 400 100 1	35 9 10	27 30 36	53 104 104 240	127 130 94 81	127 128 115 83	0 90 0 0
//6AM
160 209 254	53 123 239	255 255 255	90 205 255	200 144 85	255 128 0	255 128 0	8.4 1 0.3 140 93 0 800 100 0.8	100 34 25	120 92 88	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//7AM
166 212 255	42 119 250	255 255 255	84 101 84	132 146 124	255 255 255	255 255 255	2.2 1 0.3 100 50 75 800 100 0.5	120 40 40	159 142 106	140 165 189 240	127 133 106 70	127 96 61 15	25 180 0 0
//Midday
138 167 255	255 216 117	255 255 255	84 101 84	132 146 124	255 255 255	255 255 255	1.1 1 0 236 0 190 800 10 0	44 34 23	145 164 183	140 165 189 240	127 66 66 48	127 166 129 60	25 180 0 0
//7PM
166 224 255	255 255 0	255 255 255	84 101 84	132 146 124	222 88 0	122 55 0	3.9 1 0 110 40 75 800 10 0.8	120 40 40	200 123 96	50 97 97 240	127 124 124 107	127 86 50 10	25 180 0 0
//8PM
166 224 255	255 255 0	255 255 255	181 150 84	167 108 65	255 128 0	255 128 0	2 1 0.4 100 60 0 800 10 1	120 40 40	72 107 159	67 67 67 240	127 81 85 40	127 66 27 0	25 140 0 0
//10PM
96 150 184	30 166 217	255 255 255	137 100 84	60 50 52	255 128 0	5 8 0	1 1 0.3 160 100 0 600 10 1	70 27 10	15 11 34	67 67 62 240	127 209 143 84	127 76 51 0	25 90 0 0
//
//////////// CLOUDY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
30 183 217	30 183 217	255 255 255	10 10 10	10 23 33	10 10 0	10 0 0	1 1 0.2 200 100 0 700 79 1	30 20 0	23 28 30	55 55 66 240	127 124 124 124	127 45 49 32	155 51 0 0
//5AM
90 166 198	90 166 198	255 255 255	10 10 10	10 22 33	10 10 0	10 0 0	1 1 0.1 200 100 0 700 65514 1	70 27 10	23 28 30	55 55 66 240	127 80 85 91	127 98 120 120	155 100 0 0
//6AM
250 253 255	117 172 255	255 255 255	22 22 22	15 25 27	0 0 0	0 0 0	3.4 0.9 0.1 200 100 0 700 90 0.8	100 34 25	23 28 30	77 77 88 240	127 63 80 80	127 122 122 90	155 180 0 0
//7AM
217 185 117	117 172 255	255 255 255	33 60 69	91 104 104	0 0 0	0 0 0	0 0.7 0.1 80 50 0 700 65514 0.5	120 40 40	92 116 125	77 77 88 240	127 88 79 52	127 145 119 121	155 180 0 0
//Midday
121 199 191	240 237 209	255 255 255	33 60 69	91 104 104	10 10 0	10 0 0	2.8 0.5 0.1 80 0 120 700 65514 0.3	120 100 100	92 116 123	125 125 125 240	127 88 79 52	127 145 119 121	155 180 0 0
//7PM
250 253 255	117 172 255	255 255 255	60 69 91	104 104 0	0 0 0	0 0 3	0.5 1 0.1 80 0 0 700 65514 0.8	120 100 100	92 116 123	123 128 134 240	127 88 79 52	127 145 119 121	155 180 0 0
//8PM
99 172 255	255 202 10	255 255 255	34 56 62	62 72 75	0 0 0	0 0 0	0 1 0.1 80 50 0 700 65514 1	120 100 100	46 58 61	122 126 134 240	127 90 90 90	127 90 122 122	155 180 0 0
//10PM
30 183 217	30 183 217	255 255 255	15 15 20	20 22 22	10 10 0	10 0 0	1 1 0.4 200 100 0 700 111 1	70 27 10	23 28 30	10 70 60 240	127 64 64 100	127 69 70 87	155 20 0 0
//
